id_matricula;ano_ingresso;periodo_ingresso;porcentagem_curso;cre;qtd_periodos_cursados;qtd_disciplinas_curso;qtd_disciplinas_aprovadas;qtd_disciplinas_reprovadas_nota;qtd_disciplinas_reprovadas_falta;qtd_disciplinas_canceladas;qtd_disciplinas_trancadas;evadiu
71614;2012;2;11.64;26.42;2;38;6;3;5;0;1;0
71615;2012;2;6.75;23.94;1;38;5;2;3;0;3;0
71616;2012;2;39.92;44.34;4;38;15;8;2;0;0;0
71617;2012;2;100.00;75.54;7;38;38;4;0;0;1;0
71618;2012;2;48.23;55.00;4;38;18;7;0;0;1;0
71619;2012;2;0.00;0.00;1;38;0;2;4;0;0;1
71620;2012;2;0.00;0.00;1;38;0;2;4;0;0;1
71623;2012;2;0.00;0.00;1;38;0;2;4;0;0;1
73071;2012;2;2.70;16.25;1;38;2;5;3;0;0;0
71624;2012;2;0.00;7.30;1;38;0;2;4;0;0;1
71625;2012;2;0.00;0.00;1;38;0;2;4;0;0;1
78178;2013;1;35.48;49.73;5;38;14;8;5;0;0;0
81578;2013;1;3.23;8.75;1;37;1;5;4;0;1;0
78988;2013;1;41.94;42.25;3;38;17;5;10;0;6;0
78179;2013;1;6.58;16.91;2;38;2;6;4;0;0;0
78180;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
78181;2013;1;7.89;85.00;2;38;1;0;0;0;2;0
78989;2013;1;20.97;41.37;2;38;9;6;3;0;1;0
78182;2013;1;62.90;65.83;5;38;25;4;1;0;0;0
78183;2013;1;25.00;60.86;4;38;9;2;1;0;6;1
78184;2013;1;0.00;0.00;1;38;0;0;0;6;0;1
78448;2013;1;9.21;24.90;2;38;5;5;2;0;1;0
78449;2013;1;41.94;36.37;4;38;16;12;6;0;0;0
78450;2013;1;53.23;61.65;5;38;13;2;1;0;3;0
78451;2013;1;17.11;48.93;2;38;4;3;2;0;0;0
78508;2013;1;19.35;24.00;2;38;5;9;6;0;0;1
78538;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
81528;2013;1;0.00;8.70;1;38;0;2;4;0;0;1
78658;2013;1;79.03;72.33;4;38;30;3;0;0;2;0
78659;2013;1;50.00;52.85;4;38;12;6;4;0;4;0
78660;2013;1;2.63;23.83;1;38;2;2;10;0;2;0
78661;2013;1;0.00;0.00;1;38;0;0;0;6;0;1
81538;2013;1;41.94;44.30;3;38;16;6;4;0;2;0
78678;2013;1;14.47;0.86;2;38;0;8;8;0;0;0
78679;2013;1;51.32;59.60;5;38;24;5;0;0;0;1
78680;2013;1;12.90;5.57;2;38;2;11;13;0;0;0
78681;2013;1;0.00;0.00;1;38;0;0;0;6;0;1
78698;2013;1;17.74;34.72;2;38;8;8;3;0;0;0
81548;2013;1;3.95;17.86;1;38;3;2;4;0;3;0
78708;2013;1;43.55;54.39;4;38;17;5;3;0;7;0
78718;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
78719;2013;1;1.35;0.00;1;38;0;1;5;0;4;0
78728;2013;1;96.77;67.56;7;38;37;4;0;0;1;0
78738;2013;1;26.32;72.80;3;38;13;0;0;5;0;1
78739;2013;1;62.90;61.12;4;38;24;6;2;0;0;0
81588;2013;1;16.13;35.76;2;38;6;6;7;0;4;0
81608;2013;1;1.32;2.95;1;38;0;5;5;0;3;0
78740;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
78818;2013;1;0.00;0.00;1;38;0;0;0;6;0;1
78819;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
81558;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
78820;2013;1;61.29;57.94;5;38;25;9;0;0;0;0
78821;2013;1;0.00;5.00;1;38;0;2;4;0;0;1
78822;2013;1;0.00;0.00;1;38;0;0;0;6;0;1
78848;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
78849;2013;1;9.21;68.70;2;38;5;1;0;0;0;1
78850;2013;1;0.00;0.00;1;38;0;2;4;0;0;1
78851;2013;1;0.00;0.00;1;38;0;3;5;0;0;1
81568;2013;1;0.00;10.11;1;38;0;0;5;0;6;0
89193;2013;2;35.48;57.12;2;38;14;5;2;0;1;0
89213;2013;2;0.00;0.00;1;38;0;0;5;0;0;1
89223;2013;2;0.00;0.00;1;38;0;0;0;6;0;1
89233;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89283;2013;2;5.26;44.33;1;38;3;1;1;0;3;0
89284;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89293;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89294;2013;2;27.42;27.00;2;37;4;3;5;0;4;0
89303;2013;2;3.23;7.55;1;38;2;6;9;0;0;0
89304;2013;2;0.00;16.11;1;38;0;0;5;0;0;0
89305;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89306;2013;2;11.29;19.32;1;38;6;8;5;0;0;1
89307;2013;2;5.26;26.69;2;38;3;4;3;0;0;1
89308;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89309;2013;2;67.74;65.40;5;38;27;2;4;0;0;0
89310;2013;2;1.32;2.96;1;38;1;2;11;0;0;0
89311;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89312;2013;2;1.32;12.83;1;38;1;4;3;0;0;0
89323;2013;2;0.00;3.78;1;38;0;0;5;0;4;0
89324;2013;2;1.32;9.71;1;38;0;1;8;0;0;0
89333;2013;2;45.16;56.13;3;38;18;4;3;0;2;0
89343;2013;2;10.53;70.40;2;38;5;1;0;0;6;1
89353;2013;2;34.21;6.08;2;37;1;3;5;0;0;0
89363;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89373;2013;2;1.32;6.50;1;38;1;1;5;0;3;0
89383;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89384;2013;2;43.55;34.96;2;38;5;8;3;0;6;0
89385;2013;2;59.68;55.18;5;38;23;7;5;0;0;0
89393;2013;2;23.68;51.64;3;38;10;3;3;0;1;0
89394;2013;2;33.87;52.08;3;38;14;6;2;0;2;0
89403;2013;2;13.16;39.41;2;38;6;4;4;0;0;1
89413;2013;2;27.42;56.15;5;38;12;4;1;0;4;0
89423;2013;2;14.47;8.09;2;38;0;1;4;1;0;1
89433;2013;2;0.00;10.44;1;38;0;0;5;0;0;0
89434;2013;2;5.26;0.00;1;38;0;0;3;0;0;0
89435;2013;2;0.00;0.00;1;38;0;1;5;0;0;0
89436;2013;2;0.00;0.00;1;38;0;0;0;6;0;1
89503;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89504;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89505;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89513;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89514;2013;2;72.58;69.25;4;38;29;4;0;0;0;0
89515;2013;2;0.00;0.00;1;38;0;0;5;0;0;0
89516;2013;2;13.16;25.93;2;38;6;4;7;0;2;1
103060;2014;1;12.90;30.48;2;38;5;3;5;0;6;0
104842;2014;1;0.00;0.00;1;38;0;0;0;0;0;0
103090;2014;1;0.00;0.00;1;38;0;0;0;5;0;1
103091;2014;1;17.11;0.00;2;38;0;0;0;0;0;0
103092;2014;1;0.00;12.70;1;38;0;1;5;0;0;0
103093;2014;1;2.63;0.00;1;38;0;1;6;0;0;0
103094;2014;1;0.00;3.40;1;38;0;1;5;0;0;0
103095;2014;1;10.53;61.40;2;38;5;0;1;0;0;1
103096;2014;1;0.00;0.00;1;38;0;1;5;0;0;0
103097;2014;1;0.00;0.00;1;38;0;0;0;6;0;1
103098;2014;1;0.00;0.00;1;38;0;1;5;0;0;0
103110;2014;1;43.55;37.06;4;38;14;11;9;0;0;0
103111;2014;1;42.11;0.00;4;38;0;2;2;0;0;0
103112;2014;1;8.06;10.91;2;38;1;1;6;0;0;0
103160;2014;1;45.16;8.90;4;38;1;5;9;0;2;0
103180;2014;1;70.97;59.88;6;38;9;3;2;0;2;0
103250;2014;1;0.00;0.00;1;38;0;0;0;6;0;1
103260;2014;1;75.81;73.33;5;38;29;2;0;0;0;0
103261;2014;1;0.00;0.00;1;38;0;0;0;6;0;1
103280;2014;1;30.65;56.67;3;38;12;3;4;0;2;1
103281;2014;1;0.00;0.00;1;38;0;0;0;0;6;1
103300;2014;1;0.00;6.17;1;38;0;2;6;0;0;0
103301;2014;1;0.00;0.00;1;38;0;1;5;0;0;0
103302;2014;1;0.00;0.00;1;38;0;0;0;6;0;1
103303;2014;1;12.90;31.93;2;38;5;5;8;0;0;0
103304;2014;1;16.13;33.63;2;38;6;6;5;0;0;0
103305;2014;1;0.00;0.00;1;38;0;1;5;0;0;1
103306;2014;1;0.00;3.10;1;38;0;1;5;0;0;0
103307;2014;1;74.19;91.26;5;38;29;0;0;0;0;0
103308;2014;1;2.63;13.85;2;38;2;0;7;0;14;1
103309;2014;1;50.00;68.81;5;38;19;3;2;0;0;0
103320;2014;1;12.90;16.92;2;38;2;2;13;0;0;0
103321;2014;1;0.00;0.00;1;38;0;1;5;0;0;0
103420;2014;1;0.00;0.00;1;38;0;1;5;0;0;0
104861;2014;1;45.16;37.96;2;38;8;4;4;0;1;0
103421;2014;1;50.00;77.03;4;38;19;2;2;0;1;0
103422;2014;1;0.00;0.00;1;38;0;1;5;0;0;0
103423;2014;1;6.45;1.27;2;38;0;12;9;0;0;1
103424;2014;1;0.00;0.00;1;38;0;2;4;0;0;0
103440;2014;1;17.74;25.97;2;38;7;8;8;0;0;0
103441;2014;1;7.89;23.67;2;38;2;2;8;0;0;0
103442;2014;1;13.16;50.60;2;38;6;4;3;0;0;0
103480;2014;1;74.19;78.91;5;38;29;0;0;0;0;0
103481;2014;1;74.19;84.50;5;38;29;0;0;0;0;0
108507;2014;2;0.00;4.00;1;38;0;0;6;0;0;1
108848;2014;2;0.00;4.15;1;38;0;4;8;0;0;0
109146;2014;2;1.61;4.26;1;38;1;4;9;0;0;0
110006;2014;2;9.21;7.20;2;38;0;2;0;0;0;0
109267;2014;2;19.35;42.58;4;38;6;6;5;0;0;0
109268;2014;2;30.65;60.30;2;38;12;4;1;0;0;0
110017;2014;2;4.84;18.47;1;38;2;7;2;0;0;0
108639;2014;2;40.32;67.21;3;38;15;2;1;0;0;0
109269;2014;2;0.00;0.43;1;38;0;2;7;0;0;0
109136;2014;2;8.06;35.79;2;38;3;4;4;0;0;0
108508;2014;2;0.00;0.00;1;38;0;2;7;0;0;0
109176;2014;2;58.06;72.63;4;38;22;1;1;0;0;0
109196;2014;2;35.48;61.21;2;38;14;4;1;0;2;0
109238;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
108847;2014;2;0.00;0.00;1;38;0;1;7;0;0;0
108506;2014;2;35.48;52.52;2;38;13;6;2;0;1;0
108626;2014;2;0.00;26.90;1;38;0;4;2;0;0;0
109137;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
110008;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
108630;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
109236;2014;2;16.13;54.50;3;38;8;2;1;0;3;1
109166;2014;2;12.90;40.16;2;38;5;3;3;0;0;0
110007;2014;2;0.00;12.80;1;38;0;1;5;0;0;0
108851;2014;2;19.35;51.85;2;38;7;3;2;0;5;0
108631;2014;2;27.42;53.59;2;38;8;3;4;0;1;0
111866;2014;2;75.81;68.68;5;38;16;1;1;0;0;0
108627;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
110009;2014;2;14.52;31.19;2;38;4;3;6;0;8;0
109186;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
110016;2014;2;46.77;73.12;4;38;19;3;0;0;1;0
110018;2014;2;16.13;39.38;2;38;6;6;2;0;4;0
108638;2014;2;16.13;64.85;2;38;6;1;1;0;7;0
108846;2014;2;66.13;64.20;4;38;11;0;1;0;1;0
109138;2014;2;58.06;76.92;4;38;23;1;1;0;0;0
108637;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
109266;2014;2;0.00;0.00;1;38;0;0;0;6;0;1
108616;2014;2;0.00;0.00;1;38;0;0;0;6;0;1
108850;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
108509;2014;2;0.00;0.00;1;38;0;0;0;0;6;0
108628;2014;2;4.84;29.00;2;38;3;0;4;0;6;0
109237;2014;2;0.00;0.00;1;38;0;0;5;1;0;1
110000;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
108906;2014;2;38.71;56.00;4;38;9;1;5;0;4;0
109187;2014;2;13.16;0.00;2;38;0;0;3;0;0;0
108636;2014;2;0.00;0.00;1;38;0;0;6;0;0;0
108629;2014;2;0.00;30.40;1;38;0;2;4;0;0;0
111878;2014;2;22.58;44.04;2;38;8;6;3;0;0;0
118317;2015;1;25.81;54.67;2;38;9;4;2;0;0;0
118510;2015;1;22.58;50.83;2;38;10;3;2;0;0;0
119600;2015;1;32.26;57.15;2;38;13;1;1;0;1;0
117831;2015;1;32.26;69.27;2;38;13;1;0;0;0;0
117830;2015;1;4.84;15.45;1;38;1;7;6;0;0;0
117930;2015;1;16.13;25.24;2;38;6;7;9;0;0;1
117931;2015;1;0.00;0.00;1;38;0;4;2;0;0;0
117932;2015;1;33.87;67.24;2;38;12;2;2;0;0;0
118511;2015;1;19.35;43.96;2;38;7;7;1;0;1;0
118000;2015;1;45.16;73.61;2;38;13;1;0;0;0;0
118001;2015;1;0.00;17.50;1;38;0;5;1;0;0;0
118002;2015;1;16.13;11.00;2;38;0;2;2;0;0;0
118150;2015;1;4.84;15.63;1;38;3;6;3;0;4;0
118151;2015;1;90.32;75.38;6;38;9;1;0;0;0;0
118512;2015;1;0.00;0.00;1;38;0;4;2;0;0;0
122140;2015;1;29.03;16.13;2;38;2;3;4;0;1;0
118152;2015;1;20.97;37.17;2;38;10;7;2;0;0;0
118190;2015;1;45.16;47.80;3;38;6;1;2;0;0;0
118191;2015;1;43.75;49.20;3;39;3;3;0;0;1;0
118513;2015;1;0.00;0.00;1;38;0;0;0;0;6;1
118514;2015;1;46.88;62.36;4;39;6;3;0;0;0;0
118192;2015;1;0.00;0.00;1;38;0;4;2;0;0;0
118193;2015;1;0.00;0.00;1;38;0;0;0;6;0;1
118515;2015;1;8.06;30.43;2;38;4;0;5;0;6;0
118194;2015;1;64.52;80.18;4;38;14;0;0;0;0;0
118195;2015;1;0.00;0.00;1;38;0;4;2;0;0;0
118516;2015;1;22.58;59.00;2;38;9;3;0;0;6;0
118196;2015;1;38.71;74.76;3;38;15;1;0;0;0;0
118197;2015;1;0.00;0.00;1;38;0;4;2;0;0;0
118260;2015;1;48.39;85.90;3;38;18;0;0;0;0;0
118280;2015;1;0.00;0.00;1;38;0;0;0;6;0;1
118310;2015;1;33.87;68.65;3;38;13;3;0;0;0;0
122040;2015;1;27.42;50.41;2;38;7;2;1;0;0;0
118311;2015;1;20.97;33.81;2;38;8;5;9;0;1;0
118312;2015;1;40.32;81.28;3;38;15;0;0;0;0;0
118313;2015;1;29.03;0.00;2;38;0;2;2;0;1;0
118314;2015;1;38.71;58.44;3;38;11;3;1;0;0;0
118610;2015;1;0.00;12.00;1;38;0;4;2;0;0;0
118315;2015;1;0.00;0.00;1;38;0;0;0;0;6;0
122120;2015;1;35.48;58.90;3;38;14;2;2;0;0;0
119601;2015;1;16.13;44.65;2;38;6;3;4;0;0;0
118316;2015;1;38.71;77.65;3;38;15;1;0;0;0;0
122041;2015;1;0.00;1.60;1;38;0;4;2;0;0;0
